Tamil,English
கைவிலங்கு,manacle
முகாமைத்துவம்,management
முகாமையாளர்,manager
முகாமைத்துவ முகவர்,managing agent
வில்தகு,mancipable
விற்பனவு,mancipatio
ஆணையீட்டெழுத்தாணை,mandamus
பணிப்பாணை,mandate
பணிப்புற்ற ஆள்புலங்கள்,mandated territories
பணிப்பாணையிடுநர்,mandator
பணிப்புறுத்தும்,mandatory
பணிப்பளி விதிப்பாணை,mandatory injunction
பைத்தியம்,maniac
தெளிவான,manifest
வெளித்தெரிகுறிப்பு,manifest
விஞ்ஞாபனம்,manifesto
கிராமாதிபத்தியம்,manor
கிராமாதிபத்திய நீதிமன்றம்,manorial court
கிராமாதிபத்திய முறைமை,manorial system
மனித வளம்,manpower
ஆட்கொலை,manslaughter
உற்பத்தி செய்தல்,manufacture
உற்பத்தி நடவடிக்கை,manufacturing process
அடிமைத்தளை நீக்கம்,manumission
நிலப்படம்,map
வேறுபடுத்தி புள்ளியிடுதல்,mapping out
வழு வரம்பு,margin of error
ஓரக் குறிப்பு,marginal note
கடல்சார் தீரச்செயல்,marine adventure
கடல்சார் வைத்தியசாலை,marine hospital
கடல்சார் காப்புறுதி,marine insurance
கப்பலோடி,mariner
மணம்சார் வலுக்கட்டாயம்,marital coercion
மணம்சார் வாரிசுரிமை,marital inheritance
கணவன் மனைவி பாலுறவு,marital intercourse
மணம்சார் வழு,marital power
மணம்சார் சிறப்புரிமை,marital privilege
மணம்சார் உரிமை,marital rights
கடலோடல்,maritime law
கடல்சார் சோந்தை,maritime lien
குறியீடு,mark
அடையாளமிடு,mark
வெளிச் சந்தை,market overt
சந்தைப் பெறுமதி,market value
முதலீடுகளின் சந்தைப் பெறுமதி,market value of investments
திறந்த சந்தை,market
திறந்த சந்தை,open
சந்தைப்படுத்தக்கூடிய பிணை,marketable security
மணம்,marriage
சொத்துரிமை சம்பந்தமான ஒப்பந்தம்,marriage settlement
கடன்தீர் முறைமை,marshalling
அங்காடி,mart
படைச் சட்டம்,martial law
வெகுசன ஊடகம்,mass media
அழிவு,massacre
தொகுத்தல்,massing
தலைவன,mater
பதிவகத் தலைவர்,mater of rolls
கப்பல் தலைவன்,mater of ship
நீதாசனத் தலைவர்,mater of the bench
குடும்பத்தலைவி,materfamilias
